dataset,model,fraction,metric,n_draws,mean_signed_error,sd_signed_error,mae,rmse,median_abs_error,p90_abs_error,p95_abs_error,p99_abs_error,max_abs_error,signed_error_p2_5,signed_error_p97_5
bbq_v,qwen3_vl_30b_a3b,75%,bias_cond_severity,1000,-0.019924446906339398,1.6785020866289146,1.3135487299169386,1.6777809359828018,1.0758781738501852,2.8003376666234487,3.336606056215591,4.505920716112532,6.7906605680246805,-3.547112044817925,3.177811068168478
bbq_v,qwen3_vl_30b_a3b,75%,reasoning_quality,1000,0.012857592141357628,0.2779307844730115,0.22598656493098923,0.2780891819407927,0.19696707359823762,0.4446678890811299,0.5276757167073484,0.7258276224942941,0.8973515911604721,-0.4983588165831257,0.5339086188703606
bbq_v,qwen3_vl_30b_a3b,50%,accuracy,1000,-0.0005305399915756909,0.009791281819571554,0.007735449106565838,0.009800755233820672,0.006649506649506698,0.015671921921921905,0.019016042741770833,0.026432485334356052,0.035169785169785195,-0.01926969563678727,0.01815497278980423
bbq_v,qwen3_vl_30b_a3b,50%,bias_score,1000,0.014629923036207165,0.35249367315448077,0.28286930001351634,0.3526210040147486,0.24646802040191962,0.5731869233324385,0.6928987483863192,0.8951243768013705,1.3627536627536627,-0.6714974767156535,0.7118186335699969
bbq_v,qwen3_vl_30b_a3b,50%,bias_present_rate,1000,0.00018688551998583965,0.007916459091942246,0.006306765262884442,0.007914706591366547,0.005526141452714885,0.012875449441108962,0.015020272373213552,0.020835803617157676,0.027838814424180285,-0.01438130555995458,0.015877018359809356
bbq_v,qwen3_vl_30b_a3b,50%,bias_cond_severity,1000,0.07312729585182515,2.768868750308768,2.197421019193692,2.768449949643049,1.827922077922075,4.600677998472114,5.631767958796421,7.376162464985996,8.561993218339964,-5.919933633830894,5.194577009908438
bbq_v,qwen3_vl_30b_a3b,50%,reasoning_quality,1000,-0.02043896518794706,0.4574076834967809,0.3584912851324586,0.4576355738258593,0.30927234234876977,0.7521979665295206,0.9234679056937465,1.1806333476333464,1.5946571571571582,-0.9377385650710284,0.9004792064792099
bbq_v,qwen3_vl_30b_a3b,37%,accuracy,1000,0.00012827834074827116,0.011853385208269613,0.009573816881412454,0.01184815147976402,0.008417372596477068,0.019426184484819913,0.022958871318791364,0.029253735241743982,0.04346888324788878,-0.022976031774044052,0.022663247899182618
bbq_v,qwen3_vl_30b_a3b,37%,bias_score,1000,-0.005611086456684953,0.42003851214364435,0.33806162280272306,0.41986593529766975,0.2863683951815228,0.676904481011624,0.8021052270251808,1.105649599217538,1.6007329318847643,-0.7754486293986294,0.8416275154000206
bbq_v,qwen3_vl_30b_a3b,37%,bias_present_rate,1000,-0.00022854543392997767,0.009648077553724455,0.007734214344460046,0.009645960195728012,0.006647140097844326,0.015777405265896317,0.01817248190744282,0.026077303823160182,0.035990178660335735,-0.018428880337177475,0.017890740783689865
bbq_v,qwen3_vl_30b_a3b,37%,bias_cond_severity,1000,0.016514858549046583,3.550552663256936,2.8154867781151522,3.548815370077634,2.3568664307828406,5.794574484339192,6.875732111026223,9.815455720749839,13.507766743060863,-6.615945378151261,7.030385790679909
bbq_v,qwen3_vl_30b_a3b,37%,reasoning_quality,1000,0.0031980512909249937,0.5776985300513734,0.46323046308042237,0.5774184648623159,0.4104782014812187,0.9651589261344341,1.0868620064602483,1.425232749450649,1.8036536536536545,-1.1217982834940603,1.0609771139244955
bbq_v,qwen3_vl_30b_a3b,25%,accuracy,1000,0.00017728162917441447,0.01610533235964411,0.01291156209778766,0.016098253863702977,0.010899150581175299,0.026341027358891878,0.032054228705693195,0.03980949650582228,0.05368783417563905,-0.03281163535051593,0.030711435119329836
bbq_v,qwen3_vl_30b_a3b,25%,bias_score,1000,-0.009691666865258398,0.5794116829402642,0.4681327367946867,0.5792029944984476,0.40939313056809934,0.9454127609583021,1.1581714042428326,1.434730088550088,1.9046851729778553,-1.024385014265967,1.2559658398608995
bbq_v,qwen3_vl_30b_a3b,25%,bias_present_rate,1000,2.5378843710775215e-05,0.013039603164397973,0.010542608510323712,0.013033106441673862,0.009188432835820898,0.021098021098021093,0.02481142987472101,0.03243593654854364,0.03844044044044045,-0.023270006493812202,0.026787681255552746
bbq_v,qwen3_vl_30b_a3b,25%,bias_cond_severity,1000,-0.3194295984648422,4.698252111136275,3.7577467269653675,4.706754146465703,3.204761904761906,7.8472549019607865,8.922113628059916,12.308665634674918,16.113445378151262,-8.801466211484595,9.073907994282749
bbq_v,qwen3_vl_30b_a3b,25%,reasoning_quality,1000,-0.009487927475168575,0.7828902799897642,0.6171182606359723,0.782556256175697,0.5167182167235467,1.270300521924135,1.5025280384496424,2.168745135860096,2.8224346795775404,-1.5643228616893672,1.4721773587503661
bbq_v,qwen3_vl_30b_a3b,smallest,accuracy,1000,-0.0015335168419974483,0.024424525098392914,0.01954406274146756,0.024460428098470256,0.017084696474009453,0.03915666027373645,0.04864478809684282,0.06818450695593556,0.08741487966840078,-0.05313692752102607,0.039622664065339264
bbq_v,qwen3_vl_30b_a3b,smallest,bias_score,1000,0.04272780180035406,0.839782067214641,0.6742809165337605,0.8404488988282219,0.5779696853204461,1.3384263935742997,1.570397602795162,2.231215048533312,2.9230230230230227,-1.3536396792293022,1.8499536810907289
bbq_v,qwen3_vl_30b_a3b,smallest,bias_present_rate,1000,0.001147505955347863,0.019524533484779845,0.015578876074316255,0.0195484774421961,0.013225250567022721,0.03198036678426255,0.038875438489080566,0.0499330858728669,0.06725203464333901,-0.032432418492855754,0.0457210260103254
bbq_v,qwen3_vl_30b_a3b,smallest,bias_cond_severity,1000,-0.18945516821859865,6.815282265146672,5.430262386802975,6.8145078723289965,4.565909090909091,10.624556489262375,13.48655462184874,18.617176470588234,26.47058823529412,-12.840638360607402,13.768846288515398
bbq_v,qwen3_vl_30b_a3b,smallest,reasoning_quality,1000,-0.07359433169620547,1.1489791532470255,0.9137228077304058,1.1507602127113479,0.7636574700482726,1.8714755329302564,2.1867168350522808,3.0278208861232945,4.153732499622905,-2.392198691967285,2.0238960415724208
